compound,icsd,sg,sgname,T11,T22,T33,T12,T13,T23,kappaLmin,kappaLmax,type
Ge1Li2O3,icsd_100403,36,orthorhombic,9.62,8.67,10.03,0.00,0.00,0.00,8.67,10.03,ionic
Ge1Li2Zn1,icsd_053678,164,trigonal,2.83,2.83,2.03,0.00,0.00,0.00,2.03,2.83,ionic
Ge1Li8O6,icsd_065175,185,hexagonal,6.25,6.25,6.27,0.00,0.00,0.00,6.25,6.27,ionic
Ge1Mg1Mn1,icsd_066948,129,tetragonal,3.23,3.23,3.44,0.00,0.00,0.00,3.23,3.44,ionic
Ge1Mg1O3,icsd_171786,148,trigonal,27.64,27.64,19.28,0.00,0.00,0.00,19.28,27.64,ionic
Ge1Mn1Ni1,icsd_637012,63,orthorhombic,3.95,4.11,4.30,0.00,0.00,0.00,3.95,4.31,ionic
Ge1Mn1Ni1,icsd_637029,194,hexagonal,1.61,1.61,2.96,0.00,0.00,0.00,1.61,2.96,ionic
Ge1Mn1O3,icsd_073243,148,trigonal,22.03,22.03,20.21,0.00,0.00,0.00,20.21,22.03,ionic
Ge1N1V3,icsd_637164,63,orthorhombic,14.49,10.73,21.33,0.00,0.00,0.00,10.73,21.33,ionic
Ge1Ni1Pd1,icsd_087913,129,tetragonal,3.54,3.54,5.24,0.00,0.00,0.00,3.54,5.24,ionic
Ge1Ni1Sc1,icsd_086365,62,orthorhombic,2.81,3.20,3.17,0.00,0.00,0.00,2.81,3.20,ionic
Ge1Ni2Sr1,icsd_419659,194,hexagonal,3.08,3.08,1.75,0.00,0.00,0.00,1.75,3.08,ionic
Ge1O3Zn1,icsd_033722,148,trigonal,19.14,19.14,10.12,0.00,0.00,0.00,10.12,19.14,ionic
Ge1Pd2Y1,icsd_637566,62,orthorhombic,1.84,1.91,1.71,0.00,0.00,0.00,1.71,1.91,ionic
Ge1S1Zr1,icsd_015573,129,tetragonal,7.54,7.54,7.37,0.00,0.00,0.00,7.37,7.54,ionic
Ge1Sb1Ti1,icsd_260557,129,tetragonal,4.26,4.26,4.50,0.00,0.00,0.00,4.26,4.50,ionic
Ge1Sb1Zr1,icsd_085000,129,tetragonal,3.84,3.84,3.61,0.00,0.00,0.00,3.61,3.84,ionic
Ge1Se1Zr1,icsd_025739,129,tetragonal,5.54,5.54,4.72,0.00,0.00,0.00,4.72,5.54,ionic
Ge1Ti1Y1,icsd_090233,129,tetragonal,3.38,3.38,3.27,0.00,0.00,0.00,3.27,3.38,ionic
Ge1Ti1Y1,icsd_090234,139,tetragonal,3.45,3.45,3.42,0.00,0.00,0.00,3.42,3.45,ionic
Ge1V1Zr1,icsd_088210,139,tetragonal,7.87,7.87,8.81,0.00,0.00,0.00,7.87,8.81,ionic
Ge1Y1Zn1,icsd_163345,194,hexagonal,2.54,2.54,2.13,0.00,0.00,0.00,2.13,2.54,ionic
Ge2Hf1Mn1,icsd_636561,55,orthorhombic,2.58,2.58,2.66,0.00,0.00,0.00,2.58,2.66,ionic
Ge2In1La2,icsd_087511,127,tetragonal,1.53,1.53,1.79,0.00,0.00,0.00,1.53,1.79,ionic
Ge2In2O7,icsd_020053,12,monoclinic,22.27,21.34,16.29,14.82,0.00,0.00,6.99,36.62,ionic
Ge2La1Mn2,icsd_080507,139,tetragonal,2.70,2.70,1.79,0.00,0.00,0.00,1.79,2.70,ionic
Ge2La1Ni1,icsd_658582,63,orthorhombic,2.15,2.44,2.38,0.00,0.00,0.00,2.15,2.44,ionic
Ge2La1Ni2,icsd_081754,139,tetragonal,2.37,2.37,1.70,0.00,0.00,0.00,1.70,2.38,ionic
Ge2La1Pd1,icsd_636826,63,orthorhombic,1.77,1.95,1.81,0.00,0.00,0.00,1.77,1.95,ionic
Ge2La1Pd2,icsd_081760,139,tetragonal,1.79,1.79,1.84,0.00,0.00,0.00,1.79,1.84,ionic
Ge2La1Pt1,icsd_636838,63,orthorhombic,1.59,1.67,1.72,0.00,0.00,0.00,1.59,1.72,ionic
Ge2La1Pt2,icsd_053665,139,tetragonal,1.62,1.62,1.53,0.00,0.00,0.00,1.53,1.62,ionic
Ge2La1Pt2,icsd_416421,14,monoclinic,1.49,1.59,1.63,0.00,0.75,0.00,0.81,2.31,ionic
Ge2La1Pt2,icsd_416423,129,tetragonal,1.39,1.39,1.51,0.00,0.00,0.00,1.39,1.51,ionic
Ge2La1Pt2,icsd_659355,4,monoclinic,1.59,1.61,1.56,0.00,0.83,0.00,0.75,2.40,ionic
Ge2La1Rh1,icsd_636850,63,orthorhombic,2.00,2.26,2.04,0.00,0.00,0.00,2.00,2.26,ionic
Ge2La1Rh2,icsd_636847,139,tetragonal,3.08,3.08,2.28,0.00,0.00,0.00,2.28,3.08,ionic
Ge2La1Ru2,icsd_055927,139,tetragonal,3.27,3.27,2.11,0.00,0.00,0.00,2.11,3.28,ionic
Ge2La5Si1,icsd_636877,140,tetragonal,1.26,1.26,1.17,0.00,0.00,0.00,1.17,1.26,ionic
Ge2Mg1Y2,icsd_423457,127,tetragonal,3.86,3.86,4.40,0.00,0.00,0.00,3.86,4.40,ionic
Ge2Mn1Sc1,icsd_637080,55,orthorhombic,2.96,2.79,3.12,0.00,0.00,0.00,2.79,3.12,ionic
Ge2Mn2Y1,icsd_086265,139,tetragonal,2.47,2.47,2.54,0.00,0.00,0.00,2.47,2.54,ionic
Ge2Na2Se5,icsd_040453,33,orthorhombic,0.90,1.24,1.21,0.00,0.00,0.00,0.90,1.24,ionic
Ge2Ni1Sr1,icsd_240343,63,orthorhombic,1.78,1.93,1.99,0.00,0.00,0.00,1.78,1.99,ionic
Ge2Ni1Y1,icsd_637438,63,orthorhombic,2.18,2.66,2.38,0.00,0.00,0.00,2.18,2.66,ionic
Ge2Ni2Sr1,icsd_165736,139,tetragonal,2.30,2.30,1.52,0.00,0.00,0.00,1.52,2.30,ionic
Ge2Ni2Y1,icsd_062354,139,tetragonal,2.71,2.71,2.31,0.00,0.00,0.00,2.31,2.71,ionic
Ge2Ni3Sr1,icsd_419660,194,hexagonal,1.90,1.90,1.83,0.00,0.00,0.00,1.83,1.90,ionic
Ge2Pt2Y1,icsd_637662,4,monoclinic,1.52,1.53,1.55,0.00,0.77,0.00,0.76,2.30,ionic
Ge2Rh2Sr1,icsd_077145,139,tetragonal,2.76,2.76,1.69,0.00,0.00,0.00,1.69,2.76,ionic
Ge2Rh2Y1,icsd_052768,139,tetragonal,3.13,3.13,2.58,0.00,0.00,0.00,2.58,3.13,ionic
Ge2Ru2Sr1,icsd_077144,139,tetragonal,2.50,2.50,1.21,0.00,0.00,0.00,1.21,2.50,ionic
Ge2Ru2Y1,icsd_637769,139,tetragonal,3.24,3.24,2.64,0.00,0.00,0.00,2.64,3.24,ionic
Ge2Sb2Te5,icsd_042876,164,trigonal,1.73,1.73,0.69,0.00,0.00,0.00,0.69,1.73,ionic
Ge2Sr1Zn2,icsd_000411,139,tetragonal,1.68,1.68,1.47,0.00,0.00,0.00,1.47,1.68,ionic
Ge3I5La6,icsd_414175,12,monoclinic,1.74,1.43,0.85,0.00,0.68,0.00,0.49,2.10,ionic
Ge3La2Li2,icsd_262431,63,orthorhombic,2.25,2.18,1.92,0.00,0.00,0.00,1.92,2.25,ionic
Ge3Ni1Y1,icsd_060646,65,orthorhombic,3.43,2.89,2.60,0.00,0.00,0.00,2.60,3.43,ionic
Ge3Ni5Y1,icsd_076357,62,orthorhombic,2.26,2.45,2.31,0.00,0.00,0.00,2.26,2.46,ionic
Ge3Sb2Te6,icsd_157728,166,trigonal,1.76,1.76,0.69,0.00,0.00,0.00,0.69,1.76,ionic
Ge4La3Ni4,icsd_053661,71,orthorhombic,1.65,1.89,1.84,0.00,0.00,0.00,1.65,1.89,ionic
Ge4La3Pd4,icsd_246415,71,orthorhombic,1.57,1.75,1.73,0.00,0.00,0.00,1.57,1.75,ionic
Ge4La3Rh4,icsd_079541,71,orthorhombic,1.95,2.14,2.04,0.00,0.00,0.00,1.95,2.14,ionic
Ge5Rh3Y2,icsd_637730,15,monoclinic,2.24,2.29,2.08,0.00,1.17,0.00,0.99,3.32,ionic
Ge6La2Zn3,icsd_171232,63,orthorhombic,1.87,1.96,1.96,0.00,0.00,0.00,1.87,1.97,ionic
Ge6Li2Sr4,icsd_414574,69,orthorhombic,1.86,1.53,1.95,0.00,0.00,0.00,1.53,1.95,ionic
Ge6Mn6Sc1,icsd_089437,191,hexagonal,3.46,3.46,5.18,0.00,0.00,0.00,3.46,5.18,ionic
Ge6Mn6Zr1,icsd_089434,191,hexagonal,3.91,3.91,5.43,0.00,0.00,0.00,3.91,5.43,ionic
Ge6Pt4Y3,icsd_076293,11,monoclinic,1.80,1.61,1.54,0.00,0.92,0.00,0.74,2.60,ionic
Ge8Ni5Sc9,icsd_076299,71,orthorhombic,2.94,2.71,2.84,0.00,0.00,0.00,2.71,2.94,ionic
Hf1Mn1Si2,icsd_638603,55,orthorhombic,3.04,3.07,3.44,0.00,0.00,0.00,3.04,3.44,ionic
Hf1Mn6Sn6,icsd_054931,191,hexagonal,2.11,2.11,2.67,0.00,0.00,0.00,2.11,2.67,ionic
Hf1N2Sr1,icsd_082538,166,trigonal,19.75,19.75,20.78,0.00,0.00,0.00,19.75,20.78,ionic
Hf1Nb1P1,icsd_075009,62,orthorhombic,3.74,3.30,3.82,0.00,0.00,0.00,3.30,3.82,ionic
Hf1Ni2Si2,icsd_638721,139,tetragonal,4.03,4.03,4.29,0.00,0.00,0.00,4.03,4.29,ionic
Hf1O3Pb1,icsd_033194,32,orthorhombic,3.11,4.04,3.61,0.00,0.00,0.00,3.11,4.04,ionic
Hf1O3Sr1,icsd_089383,62,orthorhombic,5.67,5.78,6.11,0.00,0.00,0.00,5.67,6.11,ionic
Hf1S1Si1,icsd_025735,129,tetragonal,7.13,7.13,5.83,0.00,0.00,0.00,5.83,7.13,ionic
Hf1Se1Si1,icsd_025736,129,tetragonal,5.57,5.57,3.40,0.00,0.00,0.00,3.40,5.57,ionic
Hf2Ni2Sn1,icsd_107096,127,tetragonal,2.17,2.17,2.26,0.00,0.00,0.00,2.17,2.26,ionic
Hf2Ni2Sn1,icsd_407546,136,tetragonal,2.06,2.06,2.14,0.00,0.00,0.00,2.06,2.14,ionic
Hf2P1Sb1,icsd_638764,194,hexagonal,3.73,3.73,5.51,0.00,0.00,0.00,3.73,5.52,ionic
Hg1K1Sb1,icsd_056201,194,hexagonal,0.89,0.89,0.51,0.00,0.00,0.00,0.51,0.89,ionic
Hg1O6V2,icsd_409521,61,orthorhombic,7.21,3.71,7.90,0.00,0.00,0.00,3.71,7.90,ionic
Hg1Sn1Sr1,icsd_602716,186,hexagonal,1.07,1.07,0.92,0.00,0.00,0.00,0.92,1.07,ionic
I1K1O4,icsd_026964,88,tetragonal,1.50,1.50,1.35,0.00,0.00,0.00,1.35,1.50,ionic
I1La2Ni2,icsd_165262,187,hexagonal,1.51,1.51,1.40,0.00,0.00,0.00,1.40,1.51,ionic
I1N1Sr2,icsd_240899,166,trigonal,3.75,3.75,3.46,0.00,0.00,0.00,3.46,3.75,ionic
I1O7Sb5,icsd_062369,190,hexagonal,0.79,0.79,0.87,0.00,0.00,0.00,0.79,0.87,ionic
I1Se2Tl5,icsd_152029,140,tetragonal,0.63,0.63,0.47,0.00,0.00,0.00,0.47,0.63,ionic
I2Na4O1,icsd_067243,139,tetragonal,1.33,1.33,1.08,0.00,0.00,0.00,1.08,1.33,ionic
I3La4Si4,icsd_407247,12,monoclinic,1.26,1.22,1.36,0.00,0.62,0.00,0.69,1.93,ionic
I3La5Si5,icsd_407248,12,monoclinic,1.41,1.44,1.59,0.00,0.79,0.00,0.71,2.30,ionic
I5In1Sr2,icsd_152021,140,tetragonal,0.74,0.74,0.55,0.00,0.00,0.00,0.55,0.74,ionic
I6Pb1Tl4,icsd_100069,55,orthorhombic,0.46,0.46,0.50,0.00,0.00,0.00,0.46,0.50,ionic
In1K1O2,icsd_380401,166,trigonal,4.62,4.62,3.84,0.00,0.00,0.00,3.84,4.62,ionic
In1K1S2,icsd_300153,15,monoclinic,1.37,1.35,1.15,0.00,0.69,0.00,0.56,1.96,ionic
In1K1Se2,icsd_091469,15,monoclinic,1.03,1.03,0.94,0.00,0.54,0.00,0.44,1.53,ionic
In1La1O3,icsd_281549,62,orthorhombic,5.98,4.86,5.60,0.00,0.00,0.00,4.86,5.98,ionic
In1Li1Se2,icsd_056531,166,trigonal,3.70,3.70,1.98,0.00,0.00,0.00,1.98,3.70,ionic
In1Mn1O3,icsd_067671,194,hexagonal,19.18,19.18,23.17,0.00,0.00,0.00,19.18,23.17,ionic
In1Mn1O3,icsd_079484,185,hexagonal,4.93,4.93,8.62,0.00,0.00,0.00,4.93,8.62,ionic
In1Mo6S8,icsd_639993,2,triclinic,2.24,3.17,3.14,1.18,0.38,0.00,1.38,4.03,ionic
In1N1Ti2,icsd_640030,194,hexagonal,7.52,7.52,6.19,0.00,0.00,0.00,6.19,7.52,ionic
In1N1Zr2,icsd_640031,194,hexagonal,5.68,5.68,4.94,0.00,0.00,0.00,4.94,5.68,ionic
In1Na1O2,icsd_034600,166,trigonal,12.03,12.03,5.77,0.00,0.00,0.00,5.77,12.03,ionic
In1Na1S2,icsd_640036,166,trigonal,5.50,5.50,3.30,0.00,0.00,0.00,3.30,5.50,ionic
In1Na1Se2,icsd_025558,166,trigonal,3.09,3.09,1.95,0.00,0.00,0.00,1.95,3.09,ionic
In1Nb1S2,icsd_074702,187,hexagonal,4.18,4.18,2.09,0.00,0.00,0.00,2.09,4.18,ionic
In1O3Y1,icsd_000251,185,hexagonal,5.54,5.54,6.90,0.00,0.00,0.00,5.54,6.90,ionic
In1Rb1S2,icsd_415554,15,monoclinic,1.25,1.25,1.16,0.00,0.63,0.00,0.57,1.84,ionic
In1Rb1Se2,icsd_415087,15,monoclinic,0.96,0.96,0.87,0.00,0.50,0.00,0.42,1.41,ionic
In1S2Tl1,icsd_025355,194,hexagonal,1.77,1.77,1.69,0.00,0.00,0.00,1.69,1.77,ionic
In1S2Tl1,icsd_108557,166,trigonal,2.39,2.39,2.17,0.00,0.00,0.00,2.17,2.39,ionic
In1S2Tl1,icsd_600863,15,monoclinic,0.87,0.87,0.77,0.00,0.44,0.00,0.38,1.26,ionic
In1S2Tl1,icsd_654688,187,hexagonal,1.29,1.29,1.24,0.00,0.00,0.00,1.24,1.29,ionic
In2Mn1Se4,icsd_639980,160,trigonal,1.95,1.95,0.39,0.00,0.00,0.00,0.39,1.95,ionic
In2N1Sr4,icsd_062536,141,tetragonal,1.51,1.51,1.43,0.00,0.00,0.00,1.43,1.51,ionic
In2P2Sr1,icsd_260563,194,hexagonal,4.08,4.08,4.01,0.00,0.00,0.00,4.01,4.08,ionic
In3Rb1S5,icsd_059667,10,monoclinic,1.19,1.64,1.31,0.00,0.68,0.00,0.57,1.93,ionic
In4O7Rb2,icsd_006321,162,trigonal,2.80,2.80,2.74,0.00,0.00,0.00,2.74,2.80,ionic
In5Rb1S8,icsd_040877,12,monoclinic,1.90,2.16,1.39,0.00,0.79,0.00,0.81,2.48,ionic
In5Se8Tl1,icsd_402695,12,monoclinic,1.21,2.42,0.71,0.00,0.40,0.00,0.49,2.42,ionic
K1La1O2,icsd_027001,166,trigonal,9.67,9.67,3.52,0.00,0.00,0.00,3.52,9.67,ionic
K1La1S2,icsd_044942,166,trigonal,4.65,4.65,2.44,0.00,0.00,0.00,2.44,4.65,ionic
K1La1Te2,icsd_098654,166,trigonal,1.78,1.78,1.19,0.00,0.00,0.00,1.19,1.78,ionic
K1Li1O1,icsd_030964,64,orthorhombic,1.42,2.91,2.83,0.00,0.00,0.00,1.42,2.91,ionic
K1Li1S1,icsd_047229,129,tetragonal,2.26,2.26,1.73,0.00,0.00,0.00,1.73,2.26,ionic
K1Li1Se1,icsd_067277,129,tetragonal,1.54,1.54,1.23,0.00,0.00,0.00,1.23,1.54,ionic
K1Li1Te1,icsd_067887,129,tetragonal,1.13,1.13,0.93,0.00,0.00,0.00,0.93,1.13,ionic
K1Mg1P1,icsd_641231,129,tetragonal,2.83,2.83,1.64,0.00,0.00,0.00,1.64,2.83,ionic
K1Mg1Sb1,icsd_041709,129,tetragonal,1.28,1.28,0.96,0.00,0.00,0.00,0.96,1.28,ionic
K1Mn1Te2,icsd_087983,119,tetragonal,1.19,1.19,0.73,0.00,0.00,0.00,0.73,1.19,ionic
K1Nb1O3,icsd_009535,99,tetragonal,4.86,4.86,5.73,0.00,0.00,0.00,4.86,5.73,ionic
K1Nb1S2,icsd_026286,194,hexagonal,4.10,4.10,4.87,0.00,0.00,0.00,4.10,4.87,ionic
K1Nb1Se2,icsd_026288,194,hexagonal,2.36,2.36,2.77,0.00,0.00,0.00,2.36,2.77,ionic
K1Ni2S2,icsd_641273,139,tetragonal,3.44,3.44,1.46,0.00,0.00,0.00,1.46,3.44,ionic
K1Ni2Se2,icsd_424686,139,tetragonal,1.12,1.12,0.98,0.00,0.00,0.00,0.98,1.12,ionic
K1O2Sc1,icsd_034958,166,trigonal,15.10,15.10,10.56,0.00,0.00,0.00,10.56,15.10,ionic
K1O2Tl1,icsd_033553,166,trigonal,3.66,3.66,3.51,0.00,0.00,0.00,3.51,3.66,ionic
K1O2Y1,icsd_049650,166,trigonal,15.86,15.86,7.43,0.00,0.00,0.00,7.43,15.86,ionic
K1O3Pd2,icsd_248051,166,trigonal,3.56,3.56,2.06,0.00,0.00,0.00,2.06,3.56,ionic
K1P1Zn1,icsd_012160,194,hexagonal,3.18,3.18,1.39,0.00,0.00,0.00,1.39,3.18,ionic
K1P2Rh2,icsd_641292,139,tetragonal,3.14,3.14,0.98,0.00,0.00,0.00,0.98,3.14,ionic
K1P3Zn4,icsd_262034,166,trigonal,3.41,3.41,1.96,0.00,0.00,0.00,1.96,3.41,ionic
K1S2Sn1,icsd_641326,166,trigonal,2.32,2.32,2.24,0.00,0.00,0.00,2.24,2.32,ionic
K1S2Ti1,icsd_166489,166,trigonal,8.32,8.32,9.36,0.00,0.00,0.00,8.32,9.36,ionic
K1Sb1Sn1,icsd_033933,186,hexagonal,1.28,1.28,0.95,0.00,0.00,0.00,0.95,1.28,ionic
K1Sb1Zn1,icsd_012161,194,hexagonal,1.70,1.70,0.79,0.00,0.00,0.00,0.79,1.70,ionic
K1Sb1Zn1,icsd_044680,187,hexagonal,2.11,2.11,0.69,0.00,0.00,0.00,0.69,2.11,ionic
K1Te2Y1,icsd_419995,166,trigonal,2.20,2.20,1.60,0.00,0.00,0.00,1.60,2.20,ionic
K2Mg5Sn3,icsd_421342,139,tetragonal,1.21,1.21,1.01,0.00,0.00,0.00,1.01,1.21,ionic
K2Mn3S4,icsd_411172,13,monoclinic,1.98,2.96,2.56,0.00,0.72,0.00,1.49,3.05,ionic
K2O3Pb1,icsd_015929,193,hexagonal,2.15,2.15,1.80,0.00,0.00,0.00,1.80,2.15,ionic
K2O3Sn2,icsd_002216,146,trigonal,2.36,2.36,1.27,0.00,0.00,0.00,1.27,2.36,ionic
K2O3Sn2,icsd_015511,166,trigonal,2.38,2.38,1.32,0.00,0.00,0.00,1.32,2.38,ionic
K2O8V3,icsd_245500,100,tetragonal,2.98,2.98,1.31,0.00,0.00,0.00,1.31,2.98,ionic
K2P2Se6,icsd_173417,152,trigonal,0.69,0.69,1.14,0.00,0.00,0.00,0.69,1.14,ionic
K2Pt4Se6,icsd_069438,166,trigonal,1.38,1.38,0.61,0.00,0.00,0.00,0.61,1.38,ionic
K2S3Ti1,icsd_072377,15,monoclinic,1.48,1.93,2.64,0.00,0.66,0.00,1.18,2.94,ionic
K2S5Sn2,icsd_073007,15,monoclinic,1.67,1.32,1.90,0.00,0.92,0.00,0.86,2.71,ionic
K3O8V3,icsd_100782,164,trigonal,3.29,3.29,2.22,0.00,0.00,0.00,2.22,3.29,ionic
La1Li1Sn2,icsd_641391,63,orthorhombic,1.41,1.53,1.56,0.00,0.00,0.00,1.41,1.56,ionic
La1Li3P2,icsd_049627,164,trigonal,3.73,3.73,3.86,0.00,0.00,0.00,3.73,3.86,ionic
La1Li3Sb2,icsd_049625,164,trigonal,1.68,1.68,1.60,0.00,0.00,0.00,1.60,1.68,ionic
La1Mg1Si2,icsd_246386,141,tetragonal,2.60,2.60,2.95,0.00,0.00,0.00,2.60,2.95,ionic
La1Mn1O3,icsd_051653,62,orthorhombic,3.52,3.06,3.04,0.00,0.00,0.00,3.04,3.53,ionic
La1Mn1Si1,icsd_085849,129,tetragonal,3.38,3.38,1.37,0.00,0.00,0.00,1.37,3.38,ionic
La1Mn1Si2,icsd_104670,63,orthorhombic,3.74,2.80,3.92,0.00,0.00,0.00,2.80,3.92,ionic
La1Mn2Si2,icsd_080508,139,tetragonal,2.88,2.88,2.11,0.00,0.00,0.00,2.11,2.88,ionic
La1Ni1O2,icsd_047123,123,tetragonal,14.00,14.00,13.03,0.00,0.00,0.00,13.03,14.00,ionic
La1Ni1P1,icsd_641552,194,hexagonal,2.79,2.79,2.52,0.00,0.00,0.00,2.52,2.79,ionic
La1Ni1Sb1,icsd_079979,194,hexagonal,1.80,1.80,1.84,0.00,0.00,0.00,1.80,1.84,ionic
La1Ni1Sb2,icsd_658208,129,tetragonal,1.69,1.69,1.35,0.00,0.00,0.00,1.35,1.69,ionic
La1Ni1Si2,icsd_658592,63,orthorhombic,3.05,3.50,3.61,0.00,0.00,0.00,3.05,3.62,ionic
La1Ni1Sn2,icsd_641595,63,orthorhombic,1.58,1.55,1.72,0.00,0.00,0.00,1.55,1.72,ionic
La1Ni2P2,icsd_641551,139,tetragonal,4.12,4.12,2.88,0.00,0.00,0.00,2.88,4.12,ionic
La1Ni2Si2,icsd_641572,139,tetragonal,3.87,3.87,2.92,0.00,0.00,0.00,2.92,3.87,ionic
La1Ni2Sn2,icsd_603287,139,tetragonal,1.53,1.53,1.52,0.00,0.00,0.00,1.52,1.54,ionic
La1O2Rb1,icsd_027331,166,trigonal,4.88,4.88,2.35,0.00,0.00,0.00,2.35,4.88,ionic
La1O3Rh1,icsd_172353,62,orthorhombic,6.52,6.76,9.93,0.00,0.00,0.00,6.52,9.93,ionic
La1O3Ru1,icsd_075569,62,orthorhombic,5.62,7.02,4.58,0.00,0.00,0.00,4.58,7.02,ionic
La1O3Sc1,icsd_099538,62,orthorhombic,10.12,9.22,9.04,0.00,0.00,0.00,9.04,10.12,ionic
La1O3Ti1,icsd_063572,62,orthorhombic,6.38,4.30,6.38,0.00,0.00,0.00,4.30,6.38,ionic
La1O3Tl1,icsd_200088,173,hexagonal,2.58,2.58,2.15,0.00,0.00,0.00,2.15,2.58,ionic
La1O3V1,icsd_073901,14,monoclinic,3.53,5.95,5.55,2.93,0.00,0.00,1.57,7.91,ionic
La1O3Y1,icsd_089455,33,orthorhombic,7.10,5.66,5.50,0.00,0.00,0.00,5.50,7.10,ionic
La1O4Ta1,icsd_026435,36,orthorhombic,15.21,6.55,39.81,0.00,0.00,0.00,6.55,39.81,ionic
La1P1Pd1,icsd_054248,194,hexagonal,3.10,3.10,2.34,0.00,0.00,0.00,2.34,3.10,ionic
La1P1Pt1,icsd_417912,62,orthorhombic,1.58,1.95,2.08,0.00,0.00,0.00,1.58,2.08,ionic
La1P1S1,icsd_641637,62,orthorhombic,2.55,2.95,2.28,0.00,0.00,0.00,2.28,2.95,ionic
La1P2Rh2,icsd_641632,129,tetragonal,2.76,2.76,3.00,0.00,0.00,0.00,2.76,3.00,ionic
La1P2Ru2,icsd_040795,139,tetragonal,4.82,4.82,1.40,0.00,0.00,0.00,1.40,4.82,ionic
La1Pd1Sb1,icsd_641676,194,hexagonal,1.57,1.57,1.43,0.00,0.00,0.00,1.43,1.57,ionic
La1Pd1Sb2,icsd_658217,129,tetragonal,1.23,1.23,1.09,0.00,0.00,0.00,1.09,1.23,ionic
La1Pd1Sn1,icsd_422484,62,orthorhombic,1.28,1.39,1.36,0.00,0.00,0.00,1.28,1.39,ionic
La1Pd1Sn2,icsd_641683,63,orthorhombic,1.32,1.49,1.51,0.00,0.00,0.00,1.32,1.51,ionic
La1Pd2Sb2,icsd_604351,129,tetragonal,1.23,1.23,1.18,0.00,0.00,0.00,1.18,1.23,ionic
La1Pd2Si2,icsd_601623,139,tetragonal,2.89,2.89,3.04,0.00,0.00,0.00,2.89,3.04,ionic
La1Pt1Si2,icsd_603068,63,orthorhombic,2.33,2.49,2.52,0.00,0.00,0.00,2.33,2.52,ionic
La1Pt2Si2,icsd_044700,139,tetragonal,2.21,2.21,2.42,0.00,0.00,0.00,2.21,2.42,ionic
La1Pt2Si2,icsd_641715,129,tetragonal,1.99,1.99,2.08,0.00,0.00,0.00,1.99,2.08,ionic
La1Rb1S2,icsd_081394,166,trigonal,3.92,3.92,2.47,0.00,0.00,0.00,2.47,3.92,ionic
La1Rb1Se2,icsd_281067,166,trigonal,2.50,2.50,1.72,0.00,0.00,0.00,1.72,2.50,ionic
La1Rh1Si2,icsd_602316,63,orthorhombic,2.61,3.14,2.64,0.00,0.00,0.00,2.61,3.14,ionic
La1Rh1Sn2,icsd_641754,63,orthorhombic,1.40,1.58,1.68,0.00,0.00,0.00,1.40,1.68,ionic
La1Rh2Si2,icsd_601417,139,tetragonal,4.59,4.59,2.80,0.00,0.00,0.00,2.80,4.59,ionic
La1Rh3Si2,icsd_044708,191,hexagonal,3.47,3.47,3.76,0.00,0.00,0.00,3.47,3.76,ionic
La1Ru1Si1,icsd_085855,129,tetragonal,3.35,3.35,1.00,0.00,0.00,0.00,1.00,3.35,ionic
La1Ru1Si2,icsd_071960,11,monoclinic,4.33,3.30,4.07,0.00,1.49,0.00,2.71,5.69,ionic
La1Ru2Si2,icsd_055351,139,tetragonal,4.92,4.92,2.37,0.00,0.00,0.00,2.37,4.92,ionic
La1S3Sc1,icsd_641844,33,orthorhombic,5.27,3.30,4.27,0.00,0.00,0.00,3.30,5.27,ionic
La1Sb1Te1,icsd_246637,62,orthorhombic,1.65,1.70,1.20,0.00,0.00,0.00,1.20,1.70,ionic
La1Sb1Te1,icsd_601624,129,tetragonal,2.29,2.29,1.49,0.00,0.00,0.00,1.49,2.29,ionic
La1Sc1Si1,icsd_641915,139,tetragonal,2.52,2.52,2.57,0.00,0.00,0.00,2.52,2.57,ionic
La1Sn1Zn1,icsd_152623,194,hexagonal,1.77,1.77,1.49,0.00,0.00,0.00,1.49,1.77,ionic
La2Li2Si3,icsd_423611,63,orthorhombic,2.80,2.77,2.47,0.00,0.00,0.00,2.47,2.80,ionic
La2Ni1O4,icsd_044121,69,orthorhombic,17.49,17.50,16.37,0.00,0.00,0.00,16.37,17.50,ionic
La2Ni1O4,icsd_065916,64,orthorhombic,7.56,4.73,6.63,0.00,0.00,0.00,4.73,7.56,ionic
La2Ni1O4,icsd_069172,139,tetragonal,23.52,23.52,16.35,0.00,0.00,0.00,16.35,23.52,ionic
La2Ni1O4,icsd_069753,138,tetragonal,2.69,2.69,3.86,0.00,0.00,0.00,2.69,3.86,ionic
La2Ni1O4,icsd_069755,64,orthorhombic,7.12,4.51,6.25,0.00,0.00,0.00,4.51,7.12,ionic
La2Ni1O4,icsd_078338,64,orthorhombic,9.03,8.92,4.72,0.00,0.00,0.00,4.72,9.03,ionic
La2Ni1O4,icsd_201940,50,orthorhombic,5.71,5.30,5.71,0.00,0.00,0.00,5.30,5.71,ionic
La2O2S1,icsd_014280,164,trigonal,3.76,3.76,3.67,0.00,0.00,0.00,3.67,3.76,ionic
La2O2S1,icsd_260145,164,trigonal,3.76,3.76,3.67,0.00,0.00,0.00,3.67,3.76,ionic
La2O2S2,icsd_002455,57,orthorhombic,12.46,12.39,8.47,0.00,0.00,0.00,8.47,12.46,ionic
La2O2S2,icsd_068498,64,orthorhombic,15.57,23.37,23.50,0.00,0.00,0.00,15.57,23.50,ionic
